name,io_pad_internal_power,io_pad_switching_power,io_pad_leakage_power,io_pad_total_power,memory_internal_power,memory_switching_power,memory_leakage_power,memory_total_power,black_box_internal_power,black_box_switching_power,black_box_leakage_power,black_box_total_power,clock_network_internal_power,clock_network_switching_power,clock_network_leakage_power,clock_network_total_power,register_internal_power,register_switching_power,register_leakage_power,register_total_power,sequential_internal_power,sequential_switching_power,sequential_leakage_power,sequential_total_power,combinational_internal_power,combinational_switching_power,combinational_leakage_power,combinational_total_power,dyn_power_unit,leak_power_unit,Combinational_Area,Noncombinational_Area,Buf/Inv_Area,Total_Buffer_Area,Total_Inverter_Area,Macro/Black_Box_Area,Net_Area,area_unit,critical_path_length,lvls_of_logic,critical_path_slack,critical_path_clock_latency,total_negative_slack,num_violating_paths,worst_hold_violation,total_hold_violation,num_hold_violations,latency_unit
VectorTwoFingerMergeIntersectionRegistered_metaDataWidth3_arraySize1_numStages1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2391,0.0,0.0,0.2391,0.021443,0.0021458,934.6158,0.024523,0.0,0.0,0.0,0.0,0.0047469,0.0015685,149.5612,0.006465,1mW,1nW,32.381699,135.627697,9.386,2.35,7.04,0.0,0.0,um2,0.16,3.0,0.75,1.0,0.0,0.0,0.0,0.0,0.0,ns
VectorTwoFingerMergeIntersectionRegistered_metaDataWidth3_arraySize1_numStages2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2391,0.0,0.0,0.2391,0.021431,0.0021436,934.6158,0.024509,0.0,0.0,0.0,0.0,0.0047482,0.0015687,149.5612,0.0064664,1mW,1nW,32.381699,135.627697,9.386,2.35,7.04,0.0,0.0,um2,0.16,3.0,0.75,1.0,0.0,0.0,0.0,0.0,0.0,ns
VectorTwoFingerMergeIntersectionRegistered_metaDataWidth3_arraySize2_numStages1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2672,0.0,0.0,0.2672,0.02416,0.0022543,1044.6,0.027459,0.0,0.0,0.0,0.0,0.0047404,0.0015668,154.7861,0.0064621,1mW,1nW,36.605399,151.583897,13.6097,2.35,11.26,0.0,0.0,um2,0.16,3.0,0.75,1.0,0.0,0.0,0.0,0.0,0.0,ns
VectorTwoFingerMergeIntersectionRegistered_metaDataWidth3_arraySize2_numStages2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5063,0.0,0.0,0.5063,0.030536,0.0043319,1979.2,0.036847,0.0,0.0,0.0,0.0,0.026435,0.020605,724.8831,0.047765,1mW,1nW,164.254996,287.211594,42.236999,14.08,28.16,0.0,0.0,um2,0.84,20.0,0.06,1.0,0.0,0.0,0.0,0.0,0.0,ns
VectorTwoFingerMergeIntersectionRegistered_metaDataWidth3_arraySize2_numStages3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5204,0.0,0.0,0.5204,0.037996,0.0062075,2034.2,0.046238,0.0,0.0,0.0,0.0,0.031887,0.019487,838.5831,0.052212,1mW,1nW,192.882296,295.189693,56.315999,21.12,35.2,0.0,0.0,um2,0.82,21.0,0.09,1.0,0.0,0.0,0.0,0.0,0.0,ns
VectorTwoFingerMergeIntersectionRegistered_metaDataWidth3_arraySize2_numStages4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4922,0.0,0.0,0.4922,0.033547,0.0080672,1924.2,0.043538,0.0,0.0,0.0,0.0,0.03394,0.021772,914.7726,0.056627,1mW,1nW,204.614796,279.233494,63.355499,23.46,39.89,0.0,0.0,um2,0.9,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,ns
VectorTwoFingerMergeIntersectionRegistered_metaDataWidth3_arraySize4_numStages1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2672,0.0,0.0,0.2672,0.02416,0.0022543,1044.6,0.027459,0.0,0.0,0.0,0.0,0.0047404,0.0015668,166.9775,0.0064743,1mW,1nW,46.460699,151.583897,23.465,2.35,21.12,0.0,0.0,um2,0.16,3.0,0.75,1.0,0.0,0.0,0.0,0.0,0.0,ns
VectorTwoFingerMergeIntersectionRegistered_metaDataWidth3_arraySize4_numStages2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5063,0.0,0.0,0.5063,0.029333,0.0049387,1979.2,0.036251,0.0,0.0,0.0,0.0,0.025447,0.018343,633.4864,0.044423,1mW,1nW,168.009397,287.211594,57.723899,14.08,43.64,0.0,0.0,um2,0.89,21.0,0.02,1.0,0.0,0.0,0.0,0.0,0.0,ns
VectorTwoFingerMergeIntersectionRegistered_metaDataWidth3_arraySize4_numStages3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7595,0.0,0.0,0.7595,0.058027,0.01267,2968.8,0.073666,0.0,0.0,0.0,0.0,0.076124,0.051408,2268.2,0.1298,1mW,1nW,469.769289,430.81739,154.868997,42.24,112.63,0.0,0.0,um2,0.9,29.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,ns
VectorTwoFingerMergeIntersectionRegistered_metaDataWidth3_arraySize4_numStages4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3501,0.0,0.0,1.3501,0.1282,0.022386,5277.8,0.1559,0.0,0.0,0.0,0.0,0.1634,0.1182,4424.3,0.2861,1mW,1nW,916.542879,765.897583,314.430993,84.47,229.96,0.0,0.0,um2,0.9,29.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,ns
VectorTwoFingerMergeIntersectionRegistered_metaDataWidth4_arraySize1_numStages1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3094,0.0,0.0,0.3094,0.022655,0.0024411,1209.5,0.026306,0.0,0.0,0.0,0.0,0.0057093,0.0018585,175.5856,0.0077434,1mW,1nW,38.951899,175.518196,9.386,2.35,7.04,0.0,0.0,um2,0.19,3.0,0.71,1.0,0.0,0.0,0.0,0.0,0.0,ns
VectorTwoFingerMergeIntersectionRegistered_metaDataWidth4_arraySize1_numStages2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3094,0.0,0.0,0.3094,0.022655,0.0024411,1209.5,0.026306,0.0,0.0,0.0,0.0,0.0057093,0.0018585,175.5856,0.0077434,1mW,1nW,38.951899,175.518196,9.386,2.35,7.04,0.0,0.0,um2,0.19,3.0,0.71,1.0,0.0,0.0,0.0,0.0,0.0,ns
VectorTwoFingerMergeIntersectionRegistered_metaDataWidth4_arraySize2_numStages1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3375,0.0,0.0,0.3375,0.025292,0.0025512,1319.5,0.029162,0.0,0.0,0.0,0.0,0.0057258,0.0018607,182.5522,0.0077691,1mW,1nW,44.583499,191.474396,15.0176,2.35,12.67,0.0,0.0,um2,0.19,3.0,0.71,1.0,0.0,0.0,0.0,0.0,0.0,ns
VectorTwoFingerMergeIntersectionRegistered_metaDataWidth4_arraySize2_numStages2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6469,0.0,0.0,0.6469,0.043448,0.0077192,2529.0,0.053696,0.0,0.0,0.0,0.0,0.034721,0.02519,1008.3,0.060919,1mW,1nW,231.364895,366.992592,75.557298,28.16,47.4,0.0,0.0,um2,0.9,26.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,ns
VectorTwoFingerMergeIntersectionRegistered_metaDataWidth4_arraySize2_numStages3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.661,0.0,0.0,0.661,0.040957,0.0075431,2583.9,0.051084,0.0,0.0,0.0,0.0,0.0419,0.027062,1218.0,0.07018,1mW,1nW,280.641394,374.970692,85.412598,30.5,54.91,0.0,0.0,um2,0.86,22.0,0.04,1.0,0.0,0.0,0.0,0.0,0.0,ns
VectorTwoFingerMergeIntersectionRegistered_metaDataWidth4_arraySize2_numStages4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.661,0.0,0.0,0.661,0.040957,0.0075431,2583.9,0.051084,0.0,0.0,0.0,0.0,0.0419,0.027062,1218.0,0.07018,1mW,1nW,280.641394,374.970692,85.412598,30.5,54.91,0.0,0.0,um2,0.86,22.0,0.04,1.0,0.0,0.0,0.0,0.0,0.0,ns
VectorTwoFingerMergeIntersectionRegistered_metaDataWidth4_arraySize4_numStages1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3375,0.0,0.0,0.3375,0.025292,0.0025512,1319.5,0.029162,0.0,0.0,0.0,0.0,0.0057258,0.0018607,198.2268,0.0077848,1mW,1nW,57.254599,191.474396,27.688699,2.35,25.34,0.0,0.0,um2,0.19,3.0,0.71,1.0,0.0,0.0,0.0,0.0,0.0,ns
VectorTwoFingerMergeIntersectionRegistered_metaDataWidth4_arraySize4_numStages2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.661,0.0,0.0,0.661,0.041685,0.0076128,2583.9,0.051882,0.0,0.0,0.0,0.0,0.027809,0.021153,822.2811,0.049784,1mW,1nW,224.794695,374.970692,82.596798,16.43,66.17,0.0,0.0,um2,0.89,23.0,0.01,1.0,0.0,0.0,0.0,0.0,0.0,ns
VectorTwoFingerMergeIntersectionRegistered_metaDataWidth4_arraySize4_numStages3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9564,0.0,0.0,0.9564,0.088015,0.015163,3738.5,0.1069,0.0,0.0,0.0,0.0,0.1026,0.06611,2904.1,0.1716,1mW,1nW,581.931988,542.510788,192.412996,46.93,145.48,0.0,0.0,um2,0.9,29.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,ns
VectorTwoFingerMergeIntersectionRegistered_metaDataWidth4_arraySize4_numStages4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8002,0.0,0.0,1.8002,0.1597,0.032278,7037.1,0.199,0.0,0.0,0.0,0.0,0.1786,0.1294,5006.3,0.313,1mW,1nW,1043.723174,1021.196777,331.795092,110.29,221.51,0.0,0.0,um2,0.9,22.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,ns
VectorTwoFingerMergeIntersectionRegistered_metaDataWidth5_arraySize1_numStages1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3797,0.0,0.0,0.3797,0.025258,0.0029371,1484.4,0.02968,0.0,0.0,0.0,0.0,0.0058754,0.0022279,221.4755,0.0083248,1mW,1nW,50.684399,215.408695,13.1404,4.69,8.45,0.0,0.0,um2,0.27,6.0,0.64,1.0,0.0,0.0,0.0,0.0,0.0,ns
VectorTwoFingerMergeIntersectionRegistered_metaDataWidth5_arraySize1_numStages2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3516,0.0,0.0,0.3516,0.013612,0.0015296,1374.4,0.016516,0.0,0.0,0.0,0.0,0.0064698,0.0029932,231.1131,0.0096942,1mW,1nW,55.377399,199.452496,18.3027,7.04,11.26,0.0,0.0,um2,0.27,5.0,0.63,1.0,0.0,0.0,0.0,0.0,0.0,ns
VectorTwoFingerMergeIntersectionRegistered_metaDataWidth5_arraySize2_numStages1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3797,0.0,0.0,0.3797,0.021068,0.0024148,1484.4,0.024968,0.0,0.0,0.0,0.0,0.0059829,0.0024133,231.9253,0.0086281,1mW,1nW,59.131799,215.408695,21.5878,4.69,16.89,0.0,0.0,um2,0.26,5.0,0.64,1.0,0.0,0.0,0.0,0.0,0.0,ns
VectorTwoFingerMergeIntersectionRegistered_metaDataWidth5_arraySize2_numStages2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8438,0.0,0.0,0.8438,0.051213,0.00977,3298.6,0.064282,0.0,0.0,0.0,0.0,0.04114,0.031406,1316.3,0.073862,1mW,1nW,332.733692,478.685989,115.917097,49.28,66.64,0.0,0.0,um2,0.9,25.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,ns
VectorTwoFingerMergeIntersectionRegistered_metaDataWidth5_arraySize2_numStages3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.886,0.0,0.0,0.886,0.057001,0.013183,3463.6,0.073647,0.0,0.0,0.0,0.0,0.046086,0.031873,1472.4,0.079431,1mW,1nW,342.588993,502.620289,106.531098,37.54,68.99,0.0,0.0,um2,0.88,25.0,0.02,1.0,0.0,0.0,0.0,0.0,0.0,ns
VectorTwoFingerMergeIntersectionRegistered_metaDataWidth5_arraySize2_numStages4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.872,0.0,0.0,0.872,0.056984,0.012448,3408.6,0.07284,0.0,0.0,0.0,0.0,0.043721,0.031371,1244.6,0.076337,1mW,1nW,303.637094,494.642189,88.228398,37.54,50.68,0.0,0.0,um2,0.87,21.0,0.03,1.0,0.0,0.0,0.0,0.0,0.0,ns
VectorTwoFingerMergeIntersectionRegistered_metaDataWidth5_arraySize4_numStages1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3797,0.0,0.0,0.3797,0.021068,0.0024148,1484.4,0.024968,0.0,0.0,0.0,0.0,0.0059829,0.0024133,251.0832,0.0086472,1mW,1nW,74.618699,215.408695,37.074699,4.69,32.38,0.0,0.0,um2,0.26,5.0,0.64,1.0,0.0,0.0,0.0,0.0,0.0,ns
VectorTwoFingerMergeIntersectionRegistered_metaDataWidth5_arraySize4_numStages2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7876,0.0,0.0,0.7876,0.034352,0.0069023,3078.7,0.044333,0.0,0.0,0.0,0.0,0.034095,0.022528,976.5348,0.057599,1mW,1nW,234.180695,446.77359,72.272199,14.08,58.19,0.0,0.0,um2,0.9,22.0,0.01,1.0,0.0,0.0,0.0,0.0,0.0,ns
VectorTwoFingerMergeIntersectionRegistered_metaDataWidth5_arraySize4_numStages3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1814,0.0,0.0,1.1814,0.1005,0.019574,4618.1,0.1247,0.0,0.0,0.0,0.0,0.1209,0.077369,3534.9,0.2018,1mW,1nW,716.151784,670.160385,267.970294,93.86,174.11,0.0,0.0,um2,0.9,30.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,ns
VectorTwoFingerMergeIntersectionRegistered_metaDataWidth5_arraySize4_numStages4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2924,0.0,0.0,2.2924,0.2024,0.043779,8961.3,0.2551,0.0,0.0,0.0,0.0,0.2066,0.1556,5994.4,0.3682,1mW,1nW,1341.259367,1300.430271,457.098189,166.6,290.5,0.0,0.0,um2,0.9,26.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,ns
VectorTwoFingerMergeIntersectionRegistered_metaDataWidth3_arraySize1_numStages1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1195,0.0,0.0,0.1195,0.010721,0.0010729,934.6158,0.012729,0.0,0.0,0.0,0.0,0.0023735,0.00078427,149.5612,0.0033073,1mW,1nW,32.381699,135.627697,9.386,2.35,7.04,0.0,0.0,um2,0.16,3.0,1.75,2.0,0.0,0.0,0.0,0.0,0.0,ns
VectorTwoFingerMergeIntersectionRegistered_metaDataWidth3_arraySize1_numStages2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1195,0.0,0.0,0.1195,0.010715,0.0010718,934.6158,0.012722,0.0,0.0,0.0,0.0,0.0023741,0.00078434,149.5612,0.003308,1mW,1nW,32.381699,135.627697,9.386,2.35,7.04,0.0,0.0,um2,0.16,3.0,1.75,2.0,0.0,0.0,0.0,0.0,0.0,ns
VectorTwoFingerMergeIntersectionRegistered_metaDataWidth3_arraySize2_numStages1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1336,0.0,0.0,0.1336,0.01208,0.0011272,1044.6,0.014252,0.0,0.0,0.0,0.0,0.0023702,0.00078342,154.7861,0.0033084,1mW,1nW,36.605399,151.583897,13.6097,2.35,11.26,0.0,0.0,um2,0.16,3.0,1.75,2.0,0.0,0.0,0.0,0.0,0.0,ns
VectorTwoFingerMergeIntersectionRegistered_metaDataWidth3_arraySize2_numStages2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2532,0.0,0.0,0.2532,0.015268,0.002166,1979.2,0.019413,0.0,0.0,0.0,0.0,0.013218,0.010302,724.8831,0.024245,1mW,1nW,164.254996,287.211594,42.236999,14.08,28.16,0.0,0.0,um2,0.84,20.0,1.06,2.0,0.0,0.0,0.0,0.0,0.0,ns
VectorTwoFingerMergeIntersectionRegistered_metaDataWidth3_arraySize2_numStages3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2391,0.0,0.0,0.2391,0.013925,0.0032668,1869.2,0.019061,0.0,0.0,0.0,0.0,0.016026,0.010675,838.5831,0.027539,1mW,1nW,192.882296,271.255394,56.315999,21.12,35.2,0.0,0.0,um2,1.03,25.0,0.88,2.0,0.0,0.0,0.0,0.0,0.0,ns
VectorTwoFingerMergeIntersectionRegistered_metaDataWidth3_arraySize2_numStages4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2391,0.0,0.0,0.2391,0.014172,0.0032917,1869.2,0.019333,0.0,0.0,0.0,0.0,0.016261,0.010647,849.3677,0.027757,1mW,1nW,192.882296,271.255394,58.662499,23.46,35.2,0.0,0.0,um2,1.03,27.0,0.88,2.0,0.0,0.0,0.0,0.0,0.0,ns
VectorTwoFingerMergeIntersectionRegistered_metaDataWidth3_arraySize4_numStages1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1336,0.0,0.0,0.1336,0.01208,0.0011272,1044.6,0.014252,0.0,0.0,0.0,0.0,0.0023702,0.00078342,166.9775,0.0033206,1mW,1nW,46.460699,151.583897,23.465,2.35,21.12,0.0,0.0,um2,0.16,3.0,1.75,2.0,0.0,0.0,0.0,0.0,0.0,ns
VectorTwoFingerMergeIntersectionRegistered_metaDataWidth3_arraySize4_numStages2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2532,0.0,0.0,0.2532,0.014609,0.002477,1979.2,0.019066,0.0,0.0,0.0,0.0,0.012337,0.0089919,629.325,0.021958,1mW,1nW,166.132197,287.211594,58.193199,18.77,39.42,0.0,0.0,um2,0.98,26.0,0.93,2.0,0.0,0.0,0.0,0.0,0.0,ns
VectorTwoFingerMergeIntersectionRegistered_metaDataWidth3_arraySize4_numStages3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3586,0.0,0.0,0.3586,0.021273,0.0036457,2803.8,0.027722,0.0,0.0,0.0,0.0,0.02976,0.021876,1352.0,0.052988,1mW,1nW,319.123993,406.883091,99.491598,44.58,54.91,0.0,0.0,um2,1.53,38.0,0.38,2.0,0.0,0.0,0.0,0.0,0.0,ns
VectorTwoFingerMergeIntersectionRegistered_metaDataWidth3_arraySize4_numStages4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4922,0.0,0.0,0.4922,0.029516,0.0057831,3848.4,0.039148,0.0,0.0,0.0,0.0,0.062853,0.045773,3055.1,0.1117,1mW,1nW,641.063787,558.466988,215.877995,91.51,124.36,0.0,0.0,um2,1.9,58.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,ns
VectorTwoFingerMergeIntersectionRegistered_metaDataWidth4_arraySize1_numStages1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1547,0.0,0.0,0.1547,0.011327,0.0012205,1209.5,0.013758,0.0,0.0,0.0,0.0,0.0028547,0.00092923,175.5856,0.0039595,1mW,1nW,38.951899,175.518196,9.386,2.35,7.04,0.0,0.0,um2,0.19,3.0,1.71,2.0,0.0,0.0,0.0,0.0,0.0,ns
VectorTwoFingerMergeIntersectionRegistered_metaDataWidth4_arraySize1_numStages2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1547,0.0,0.0,0.1547,0.011327,0.0012205,1209.5,0.013758,0.0,0.0,0.0,0.0,0.0028547,0.00092923,175.5856,0.0039595,1mW,1nW,38.951899,175.518196,9.386,2.35,7.04,0.0,0.0,um2,0.19,3.0,1.71,2.0,0.0,0.0,0.0,0.0,0.0,ns
VectorTwoFingerMergeIntersectionRegistered_metaDataWidth4_arraySize2_numStages1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1688,0.0,0.0,0.1688,0.012646,0.0012756,1319.5,0.015241,0.0,0.0,0.0,0.0,0.0028629,0.00093037,182.5522,0.0039758,1mW,1nW,44.583499,191.474396,15.0176,2.35,12.67,0.0,0.0,um2,0.19,3.0,1.71,2.0,0.0,0.0,0.0,0.0,0.0,ns
VectorTwoFingerMergeIntersectionRegistered_metaDataWidth4_arraySize2_numStages2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3235,0.0,0.0,0.3235,0.0218,0.0031047,2529.0,0.027434,0.0,0.0,0.0,0.0,0.017492,0.012412,991.3167,0.030895,1mW,1nW,231.364895,366.992592,74.618698,28.16,46.46,0.0,0.0,um2,0.71,15.0,1.2,2.0,0.0,0.0,0.0,0.0,0.0,ns
VectorTwoFingerMergeIntersectionRegistered_metaDataWidth4_arraySize2_numStages3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3094,0.0,0.0,0.3094,0.015182,0.0042177,2419.0,0.021819,0.0,0.0,0.0,0.0,0.021199,0.014145,1161.7,0.036506,1mW,1nW,266.562395,351.036392,90.105598,42.24,47.87,0.0,0.0,um2,1.28,34.0,0.62,2.0,0.0,0.0,0.0,0.0,0.0,ns
VectorTwoFingerMergeIntersectionRegistered_metaDataWidth4_arraySize2_numStages4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3094,0.0,0.0,0.3094,0.015182,0.0042177,2419.0,0.021819,0.0,0.0,0.0,0.0,0.021199,0.014145,1161.7,0.036506,1mW,1nW,266.562395,351.036392,90.105598,42.24,47.87,0.0,0.0,um2,1.28,34.0,0.62,2.0,0.0,0.0,0.0,0.0,0.0,ns
VectorTwoFingerMergeIntersectionRegistered_metaDataWidth4_arraySize4_numStages1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1688,0.0,0.0,0.1688,0.012646,0.0012756,1319.5,0.015241,0.0,0.0,0.0,0.0,0.0028629,0.00093037,198.2268,0.0039915,1mW,1nW,57.254599,191.474396,27.688699,2.35,25.34,0.0,0.0,um2,0.19,3.0,1.71,2.0,0.0,0.0,0.0,0.0,0.0,ns
VectorTwoFingerMergeIntersectionRegistered_metaDataWidth4_arraySize4_numStages2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3235,0.0,0.0,0.3235,0.015661,0.0028665,2529.0,0.021057,0.0,0.0,0.0,0.0,0.014534,0.01098,900.654,0.026415,1mW,1nW,225.733295,366.992592,84.473998,28.16,56.32,0.0,0.0,um2,1.11,30.0,0.8,2.0,0.0,0.0,0.0,0.0,0.0,ns
VectorTwoFingerMergeIntersectionRegistered_metaDataWidth4_arraySize4_numStages3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4641,0.0,0.0,0.4641,0.022897,0.0044483,3628.5,0.030974,0.0,0.0,0.0,0.0,0.034854,0.027002,1794.1,0.063651,1mW,1nW,428.001591,526.554588,148.298796,68.05,80.25,0.0,0.0,um2,1.88,50.0,0.02,2.0,0.0,0.0,0.0,0.0,0.0,ns
VectorTwoFingerMergeIntersectionRegistered_metaDataWidth4_arraySize4_numStages4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6469,0.0,0.0,0.6469,0.033982,0.0071207,5057.9,0.04616,0.0,0.0,0.0,0.0,0.074942,0.057885,3855.2,0.1367,1mW,1nW,826.906583,733.985184,275.009793,129.06,145.95,0.0,0.0,um2,1.9,59.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,ns
VectorTwoFingerMergeIntersectionRegistered_metaDataWidth5_arraySize1_numStages1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1899,0.0,0.0,0.1899,0.012629,0.0014685,1484.4,0.015582,0.0,0.0,0.0,0.0,0.0029377,0.001114,221.4755,0.0042732,1mW,1nW,50.684399,215.408695,13.1404,4.69,8.45,0.0,0.0,um2,0.27,6.0,1.64,2.0,0.0,0.0,0.0,0.0,0.0,ns
VectorTwoFingerMergeIntersectionRegistered_metaDataWidth5_arraySize1_numStages2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1758,0.0,0.0,0.1758,0.006806,0.00076478,1374.4,0.0089453,0.0,0.0,0.0,0.0,0.0032349,0.0014966,231.1131,0.0049626,1mW,1nW,55.377399,199.452496,18.3027,7.04,11.26,0.0,0.0,um2,0.27,5.0,1.63,2.0,0.0,0.0,0.0,0.0,0.0,ns
VectorTwoFingerMergeIntersectionRegistered_metaDataWidth5_arraySize2_numStages1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1899,0.0,0.0,0.1899,0.010534,0.0012074,1484.4,0.013226,0.0,0.0,0.0,0.0,0.0029914,0.0012066,231.9253,0.00443,1mW,1nW,59.131799,215.408695,21.5878,4.69,16.89,0.0,0.0,um2,0.26,5.0,1.64,2.0,0.0,0.0,0.0,0.0,0.0,ns
VectorTwoFingerMergeIntersectionRegistered_metaDataWidth5_arraySize2_numStages2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3938,0.0,0.0,0.3938,0.016772,0.0034538,3078.7,0.023305,0.0,0.0,0.0,0.0,0.021191,0.016019,1339.0,0.038549,1mW,1nW,325.694192,446.77359,107.938997,51.62,56.32,0.0,0.0,um2,1.23,32.0,0.68,2.0,0.0,0.0,0.0,0.0,0.0,ns
VectorTwoFingerMergeIntersectionRegistered_metaDataWidth5_arraySize2_numStages3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3797,0.0,0.0,0.3797,0.016275,0.0051395,2968.8,0.024383,0.0,0.0,0.0,0.0,0.022319,0.015604,1293.8,0.039217,1mW,1nW,305.514294,430.81739,91.044198,44.58,46.46,0.0,0.0,um2,1.12,27.0,0.78,2.0,0.0,0.0,0.0,0.0,0.0,ns
